county_id,x_coor,y_coor,y,yhat,residual,beta_Intercept,beta_z_sex_ratio,beta_z_age_18_29,beta_z_age_65_over,beta_z_pct_black,beta_z_pct_hispanic,beta_z_median_income,beta_z_pct_bachelor_higher,beta_z_gini,beta_z_pct_manuf,beta_z_log_pop_den,beta_z_log_3rd_party,se_Intercept,se_z_sex_ratio,se_z_age_18_29,se_z_age_65_over,se_z_pct_black,se_z_pct_hispanic,se_z_median_income,se_z_pct_bachelor_higher,se_z_gini,se_z_pct_manuf,se_z_log_pop_den,se_z_log_3rd_party,t_Intercept,t_z_sex_ratio,t_z_age_18_29,t_z_age_65_over,t_z_pct_black,t_z_pct_hispanic,t_z_median_income,t_z_pct_bachelor_higher,t_z_gini,t_z_pct_manuf,t_z_log_pop_den,t_z_log_3rd_party
1001.0,-9645037.826,3833786.021,-0.6365866671247452,-0.5663558500118401,-0.07023081711290513,-0.2801790645793081,0.040098336722633944,-0.022385837021360055,0.06518333226127705,1.3406036868005449,0.3911284833979989,-0.14202368552775235,0.1402808059617459,-0.11645500396307788,0.05862083295417053,0.04244216403639624,0.25507844925388407,0.13501232522962053,0.06609580278417333,0.07736731322984053,0.10455873501934637,0.12052673409424668,0.25930695049417307,0.12145673529738638,0.10940478830219244,0.06598510828216878,0.07941946589114957,0.07826485597572158,0.10768063862822894,-2.0752110157557615,0.6066699402013392,-0.28934489368729754,0.6234135507589706,11.122874081631142,1.5083609700881813,-1.169335608931097,1.28221815643269,-1.7648679678615855,0.7381166858325999,0.542288917640916,2.368842277529121
1003.0,-9765265.609,3597627.577,-0.8764105621510488,-0.9482875017788429,0.07187693962779407,-0.28870752327604376,0.03951352059102131,-0.022096118802268874,0.06504164488628025,1.3360240555091036,0.4053163181494319,-0.14159580795271956,0.14083029493793106,-0.11586793979855192,0.0704300721292407,0.04296918239791362,0.2543708343773599,0.12271871014658134,0.06604217195922224,0.07737267102300775,0.10459418725735459,0.12014747601295918,0.26952379180128555,0.12149074597422233,0.10932925175135227,0.06598996585678825,0.0757692313680752,0.0782092438667549,0.10771207863774628,-2.352595809809255,0.5983074059923248,-0.2855804059769154,0.6218476054146768,11.11986784778566,1.5038238941379374,-1.1654863653793277,1.2881300537775715,-1.7558417904020303,0.9295339395367799,0.5494130907482013,2.361581334186777
1041.0,-9608367.317,3728192.308,-0.5094951747857127,-0.643375819950009,0.13388064516429632,-0.30052019879529956,0.040300547138300336,-0.022473661222261663,0.06523873658885086,1.329526716644339,0.43447066780859367,-0.14194447803815724,0.14033756462498562,-0.11601501466442657,0.0597556479091612,0.04247292394987676,0.2547396889634257,0.1269320553911499,0.06614835681658528,0.0773694789785098,0.1046198824046207,0.1179437928693407,0.26393269828581944,0.12146659570212148,0.109403619881025,0.06599610071907769,0.07731308104846385,0.07829501195983639,0.1077043608570108,-2.3675674191930933,0.6092448713434381,-0.29047192147311685,0.6235787604552832,11.272545034372447,1.646141878707633,-1.1685885919306958,1.282750651007717,-1.7579071096679166,0.7729047542640716,0.5424729224342469,2.365175253225078
1043.0,-9670004.398,4046552.0160000003,-1.4179058795611594,-1.4428150528274786,0.02490917326631914,-0.204498914494625,0.040130939938099616,-0.022317162833047327,0.06511671890566526,1.3142382429845876,0.21612723652670465,-0.1422577784632684,0.14006555280679572,-0.11728485542715372,0.05801957406373534,0.04226853832593793,0.25580322473759726,0.13492549017492794,0.0660574803989465,0.07736637918940624,0.10446354490357684,0.11437581560588861,0.24171134091487864,0.12143496592212365,0.10942807862985646,0.06596861745018227,0.08708802460942923,0.07824738385278705,0.10763689908237681,-1.5156432948992562,0.6075154501160724,-0.28846073794420524,0.6233439518615805,11.49052565022255,0.89415430698726,-1.1714729557753443,1.2799781789148594,-1.7778886379682595,0.6662175921883687,0.5401910740614798,2.3765384075383444
1045.0,-9530179.828,3688968.745,-0.6576000662533212,-0.6137481405036176,-0.043851925749703646,-0.3100512249094486,0.040651340467536684,-0.022631074664245184,0.06531803982868133,1.321285136552378,0.4594132241842088,-0.14198861971757834,0.14024382146935155,-0.11574840233349225,0.05941918174243215,0.04235796257598514,0.25461988680618325,0.12603819990540893,0.06621498126345048,0.07737164929545014,0.10466916413876884,0.11561709871717402,0.2650001159007103,0.12146711326757768,0.10942318359460555,0.0660053541996031,0.07692315008850481,0.07833984146225617,0.10771802826384454,-2.4599782061481403,0.6139296529556751,-0.29249828419485446,0.6240428149601313,11.4281118555357,1.7336340500180791,-1.1689470169987015,1.2816646058200176,-1.7536214105216976,0.772448627936671,0.5406950254857618,2.363762973664142
1047.0,-9696645.481,3806235.8189999997,1.773424478700775,1.731868655558491,0.0415558231422839,-0.27375231230453023,0.039840219566419054,-0.022265656974387815,0.0651270082931455,1.3452362887370164,0.3734436589846837,-0.14192874707178973,0.14041454463047315,-0.11648021471055336,0.05973268284914407,0.042579474684336045,0.2550111768792048,0.1321862235519495,0.06605689697478849,0.07736821362128157,0.10454454001266632,0.12288482100337178,0.26307607088194435,0.12146239595795086,0.10938353615928846,0.06598225604137106,0.07904493492872386,0.07823552097800397,0.10768039353506421,-2.070959476325042,0.603119755710363,-0.287788174655014,0.6229594418345988,10.947131450027543,1.4195272786792794,-1.1684994845723622,1.283689936902352,-1.7653263422444958,0.7556800812475338,0.5442473463723381,2.368222928124468
1049.0,-9551631.484,4090820.127,-1.187783000952686,-1.1528401532078871,-0.03494284774479883,-0.21077451000833666,0.04096361778263063,-0.022571053929742832,0.06523692137147287,1.2917314244395317,0.23029444133351132,-0.1424147990218113,0.13982502790543794,-0.11710070174644936,0.05765158589817869,0.042018177585038174,0.25582770290076245,0.13653273166381422,0.06618384959155098,0.07736430570260762,0.1045057747546159,0.10749674319013978,0.23572540219853397,0.12142715812116539,0.1094665372983498,0.06597742903558927,0.08507456444513131,0.07830421770508865,0.10764411174072946,-1.5437654212275533,0.6189367653201611,-0.2917502293177312,0.6242422634026875,12.0164703237076,0.9769606465218859,-1.172841407353893,1.2773312407274418,-1.774860031046123,0.677659489345502,0.5366017159291229,2.376606567361032
1051.0,-9590046.085,3841985.288,-0.7018728583995189,-0.5599253237437549,-0.14194753465576393,-0.29283942685028314,0.04035760712204609,-0.022504260175669723,0.06524070423823557,1.3298881799735096,0.424960670975399,-0.14209274235351105,0.14017286836154863,-0.1163589831440628,0.05818025231653676,0.042327326324628455,0.2550804933512701,0.13583589988725747,0.06613883380751702,0.07736716410193636,0.10458123495411187,0.1169158230041757,0.2569319724142162,0.12145349354305537,0.1094234737282771,0.06598954656147654,0.07942126456664224,0.07829617608333217,0.10768483915413506,-2.155832346922552,0.6101953239680383,-0.2908761156867385,0.623828015292245,11.374749335049474,1.6539812736512727,-1.1699354066183287,1.2810127807642915,-1.7632941762323153,0.7325525806469351,0.5406052816625252,2.3687688569247873
1053.0,-9702803.676,3649159.966,-0.2688138953669066,0.100433793108227,-0.36924768847513356,-0.29261058015059965,0.03984980270376971,-0.022257348172584415,0.06512889292072577,1.3345128621895368,0.41409152540928135,-0.14174108293057716,0.1406216056601714,-0.11592972961520816,0.06418397976454518,0.042758156797844005,0.2545231857842153,0.12375751839690498,0.06608718842899394,0.07737098729075831,0.10460597131355656,0.11954299852414188,0.26771606149936195,0.12148051464721572,0.1093607280779167,0.06599258612899038,0.07583617011457036,0.07824582544052265,0.10770926424418571,-2.3643862929778776,0.602988319689005,-0.28767046863369905,0.6226116167451073,11.163454812621502,1.5467563772234423,-1.1667803955407905,1.285851037494759,-1.7567083882515178,0.8463504903739008,0.5464592718795708,2.3630575101431424
1055.0,-9577346.58,4034888.8989999997,-0.6493651732532656,-0.5346389644454487,-0.11472620880781692,-0.21888179381792877,0.040493190826458185,-0.022521385442308455,0.06522137794293165,1.299872028254825,0.2540231353093847,-0.1423281662510512,0.13992688274300857,-0.11698012905387115,0.05678416301097963,0.042117715682939226,0.2556744837419558,0.13665107621479988,0.06612640096695147,0.07736478553640355,0.10451368090376036,0.10879480749454135,0.23755458970374357,0.12143327992684871,0.10945520831614741,0.06597829443927201,0.08432917499265327,0.07830417780308455,0.10765097032671024,-1.6017568238823936,0.6123604223779818,-0.29110641600255127,0.624046319859212,11.947923418312447,1.0693253101368372,-1.1720688623150883,1.2783940106243974,-1.7730092911319864,0.6733631986311576,0.5378731616192276,2.375031854947601
